StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Y/N,Consent Y/N_DO,Q110,Q110_DO,Mental,Mental_DO,MeditationExp,MeditationExp_DO,FirstLanguage,EngLevel,EngLevel_DO,Ipip1,Ipip2,Ipip3,Ipip4,Ipip5,Ipip6,Ipip7,Ipip8,Ipip9,Ipip10,Ipip11,Ipip12,Ipip13,Ipip14,Ipip15,Ipip16,Ipip17,Ipip18,Ipip19,Ipip20,lock14d_First Click,lock14d_Last Click,lock14d_Page Submit,lock14d_Click Count,Q133_First Click,Q133_Last Click,Q133_Page Submit,Q133_Click Count,Q123_First Click,Q123_Last Click,Q123_Page Submit,Q123_Click Count,Q126_First Click,Q126_Last Click,Q126_Page Submit,Q126_Click Count,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,Stai1,Stai2,Stai3,Stai4,Stai5,Stai6,Stai7,Stai8,Stai9,Stai10,Stai11,Stai12,Stai13,Stai14,Stai15,Stai16,Stai17,Stai18,Stai19,Stai20,Sam1,Sam2,Sam3,Age,Gender,Gender_5_TEXT,Gender_DO,CountryBirth,CountryLive,Student,Student_DO,Univ,Job,FL_158_DO,FL_123_DO,Moderator-Neuroticism_DO,DVs_DO
2022-04-04 19:13:22,2022-04-04 19:38:02,0,100,1479,1,2022-04-04 19:38:02,R_3CZosNvZazd3HMU,anonymous,JOSE,1,1|2,1,2|1,4,4|1,2,1|2,English,3,5|1|3|2,3,4,4,4,4,4,4,3,4,4,2,4,4,3,3,3,2,4,2,2,2.182,915.588,916.537,6,,,,,,,,,,,,,,,,,3,2,1,2,3,1,1,3,1,3,3,1,1,1,3,2,1,2,2,3,7,3,5,18,1,,6|5|2|1|4|3,United States of America,United States of America,2,1|2,San Jose State University,,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip4|Ipip3|Ipip1|Ipip7|Ipip5|Ipip2|Ipip6|Ipip12|Ipip20|Ipip17|Ipip9|Ipip10|Ipip11|Ipip13|Ipip16|Ipip18|Ipip15|Ipip8|Ipip19|Ipip14,StressIntro|Stai18|Stai4|Stai19|Stai6|Stai2|Stai1|Stai16|Stai5|Stai17|Stai9|Stai10|Stai15|Stai7|Stai8|Stai12|Stai13|Stai11|Stai3|Stai14|Stai20
2022-04-04 19:36:50,2022-04-04 19:38:04,0,100,74,1,2022-04-04 19:38:05,R_AzB9GaPZpSyNMcN,anonymous,SUNY,1,2|1,2,2|1,4,4|1,2,2|1,English,3,5|1|3|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 19:40:02,2022-04-04 19:41:23,0,100,81,1,2022-04-04 19:41:24,R_3pA1IWc5XVrnp3X,anonymous,SUNY,1,2|1,1,2|1,1,1|4,2,1|2,English,3,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 19:41:29,2022-04-04 19:42:35,0,100,66,1,2022-04-04 19:42:35,R_9KVl9wKTfspkcvf,anonymous,SUNY,1,2|1,1,1|2,4,4|1,2,2|1,English,5,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 19:41:06,2022-04-04 19:43:18,0,100,132,1,2022-04-04 19:43:18,R_338xlNVbin5mBwH,anonymous,RYER,1,1|2,2,1|2,4,1|4,2,1|2,urdu,2,5|3|1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 19:41:05,2022-04-04 19:43:43,0,100,158,1,2022-04-04 19:43:43,R_PGQEQDQSbABTF3X,anonymous,LIME,1,1|2,2,1|2,4,1|4,2,2|1,Latvian,2,1|3|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 19:47:50,2022-04-04 19:49:55,0,100,125,1,2022-04-04 19:49:55,R_3CVg9IAR5zUhEn8,anonymous,MACQ,1,2|1,2,1|2,4,4|1,2,2|1,English,3,5|2|3|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 19:51:29,2022-04-04 19:54:07,0,100,158,1,2022-04-04 19:54:07,R_1jZLjjeXM2WWCsG,anonymous,MACQ,2,1|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-30 18:12:39,2022-04-04 20:00:27,0,100,438467,1,2022-04-04 20:00:27,R_2BfjyZgiR5ITWkh,anonymous,QUEE,1,2|1,1,1|2,4,1|4,1,2|1,"English ",2,1|2|5|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 20:00:12,2022-04-04 20:01:58,0,100,106,1,2022-04-04 20:01:58,R_RwUab02nSHPxS3n,anonymous,MACQ,1,1|2,1,2|1,1,4|1,2,1|2,English,3,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 19:39:29,2022-04-04 20:02:35,0,100,1385,1,2022-04-04 20:02:35,R_3MDKykuAHite3KL,anonymous,MACQ,1,1|2,1,2|1,4,1|4,2,1|2,"English ",3,3|5|1|2,2,2,1,4,2,2,1,3,1,1,1,4,4,2,4,4,4,2,2,2,,,,,0,0,1.006,0,,,,,,,,,310.019,310.019,903.522,1,4,4,1,1,3,1,1,4,1,4,3,1,1,1,4,4,1,2,4,4,6,3,7,20,2,,5|1|4|6|3|2,Australia,Australia,2,1|2,"Macquarie University ",,Condition5:Bookchapter,Condition5c:Smith,NeuroticismIntro|Ipip11|Ipip4|Ipip6|Ipip5|Ipip17|Ipip14|Ipip8|Ipip12|Ipip1|Ipip3|Ipip9|Ipip10|Ipip13|Ipip7|Ipip2|Ipip19|Ipip15|Ipip16|Ipip20|Ipip18,StressIntro|Stai18|Stai4|Stai8|Stai5|Stai11|Stai16|Stai12|Stai19|Stai2|Stai15|Stai13|Stai6|Stai14|Stai1|Stai9|Stai7|Stai10|Stai20|Stai3|Stai17
2022-04-04 19:50:02,2022-04-04 20:10:35,0,100,1232,1,2022-04-04 20:10:35,R_1Dvdn1EourocOEA,anonymous,MACQ,1,2|1,1,1|2,4,4|1,2,1|2,English,3,3|1|5|2,4,4,2,3,5,5,4,4,4,5,2,2,2,2,1,2,3,2,1,4,,,,,,,,,,,,,,,,,,,,,3,2,1,1,4,1,1,2,1,3,1,1,1,2,3,2,1,2,3,3,6,4,5,21,2,,6|3|2|4|5|1,Australia,Australia,2,2|1,Macquarie University,,BL_4HCNS9wf6EYigQe,,NeuroticismIntro|Ipip4|Ipip8|Ipip3|Ipip20|Ipip19|Ipip2|Ipip9|Ipip16|Ipip6|Ipip11|Ipip1|Ipip17|Ipip10|Ipip15|Ipip7|Ipip12|Ipip14|Ipip18|Ipip5|Ipip13,StressIntro|Stai19|Stai4|Stai3|Stai10|Stai11|Stai5|Stai2|Stai13|Stai18|Stai12|Stai14|Stai16|Stai17|Stai15|Stai9|Stai6|Stai7|Stai1|Stai8|Stai20
2022-04-04 19:56:02,2022-04-04 20:17:03,0,100,1261,1,2022-04-04 20:17:03,R_3kdm9cQOmBGRs7k,anonymous,SUNY,1,1|2,1,1|2,4,4|1,2,1|2,English,3,3|1|5|2,4,1,3,3,4,4,4,5,5,1,4,4,1,1,3,2,4,1,4,2,,,,,,,,,,,,,,,,,,,,,4,3,1,1,2,1,2,3,1,3,3,1,2,1,3,3,1,1,3,3,5,4,6,20,2,,1|5|3|4|2|6,United States Of America,United States of America,2,1|2,SUNY Brockport,,BL_cAzC094kCCPCDYO,,NeuroticismIntro|Ipip8|Ipip7|Ipip16|Ipip14|Ipip12|Ipip13|Ipip10|Ipip11|Ipip3|Ipip20|Ipip19|Ipip15|Ipip6|Ipip1|Ipip17|Ipip2|Ipip18|Ipip9|Ipip4|Ipip5,StressIntro|Stai5|Stai18|Stai6|Stai20|Stai7|Stai10|Stai4|Stai8|Stai1|Stai3|Stai11|Stai16|Stai15|Stai2|Stai19|Stai14|Stai12|Stai9|Stai17|Stai13
2022-04-04 20:17:19,2022-04-04 20:18:27,0,100,68,1,2022-04-04 20:18:28,R_9ST3fku70SmZHLH,anonymous,MACQ,1,2|1,1,2|1,4,1|4,1,1|2,English,2,3|1|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 20:18:44,2022-04-04 20:19:39,0,100,54,1,2022-04-04 20:19:39,R_24AAoARGg8P9buh,anonymous,MACQ,1,1|2,1,1|2,4,1|4,1,1|2,English,2,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 20:21:15,2022-04-04 20:23:44,0,100,149,1,2022-04-04 20:23:45,R_UtLd33Mc8ICnpRf,anonymous,MACQ,1,2|1,1,1|2,4,4|1,1,1|2,English,5,1|3|5|2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 20:25:05,2022-04-04 20:26:05,0,100,59,1,2022-04-04 20:26:05,R_8hOYygvx2Qc4jkJ,anonymous,MACQ,1,2|1,2,2|1,4,1|4,2,1|2,english,3,3|2|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 20:19:42,2022-04-04 20:39:16,0,100,1173,1,2022-04-04 20:39:16,R_10VEAgPo9zRWEnx,anonymous,MACQ,1,1|2,1,2|1,4,1|4,2,1|2,English,2,1|3|5|2,2,1,1,2,3,3,1,4,2,3,2,4,3,3,4,3,2,2,3,2,,,,,,,,,,,,,,,,,,,,,4,2,2,1,3,1,2,4,1,4,3,1,2,3,3,3,2,2,3,4,7,4,7,18,2,,1|6|2|3|4|5,Australia,Australia,2,2|1,"Macquarie university ",,BL_4HCNS9wf6EYigQe,,NeuroticismIntro|Ipip1|Ipip9|Ipip10|Ipip12|Ipip11|Ipip14|Ipip6|Ipip4|Ipip19|Ipip3|Ipip18|Ipip2|Ipip16|Ipip17|Ipip5|Ipip13|Ipip7|Ipip20|Ipip15|Ipip8,StressIntro|Stai20|Stai5|Stai17|Stai16|Stai11|Stai3|Stai13|Stai2|Stai9|Stai6|Stai10|Stai8|Stai12|Stai4|Stai18|Stai7|Stai14|Stai19|Stai15|Stai1
2022-04-04 20:24:26,2022-04-04 20:49:36,0,100,1509,1,2022-04-04 20:49:36,R_1JPFdkXOseMuGYy,anonymous,MACQ,1,1|2,1,2|1,4,4|1,2,2|1,English,2,2|3|5|1,2,1,2,1,1,3,1,2,3,4,4,4,4,4,3,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,3,4,1,1,3,1,1,3,1,2,3,1,1,1,4,3,1,1,2,3,8,1,6,32,1,,2|4|1|6|5|3,Australia,"Australia ",2,2|1,"Macquarie University ",,BL_cAzC094kCCPCDYO,,NeuroticismIntro|Ipip14|Ipip15|Ipip12|Ipip19|Ipip8|Ipip18|Ipip10|Ipip20|Ipip3|Ipip9|Ipip13|Ipip7|Ipip16|Ipip17|Ipip11|Ipip5|Ipip2|Ipip1|Ipip4|Ipip6,StressIntro|Stai6|Stai3|Stai5|Stai15|Stai8|Stai10|Stai14|Stai19|Stai17|Stai16|Stai20|Stai11|Stai2|Stai12|Stai9|Stai13|Stai1|Stai7|Stai18|Stai4
2022-04-04 20:50:42,2022-04-04 20:51:42,0,100,59,1,2022-04-04 20:51:42,R_3fkub8JyUWXjNUj,anonymous,MACQ,1,2|1,2,2|1,4,1|4,1,2|1,English,3,1|3|2|5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 21:03:34,2022-04-04 21:06:22,0,100,168,1,2022-04-04 21:06:22,R_2ah7EF5Wfj5pGpS,anonymous,IDAH,1,1|2,2,1|2,4,4|1,2,1|2,English,2,2|3|5|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 20:50:41,2022-04-04 21:10:45,0,100,1204,1,2022-04-04 21:10:45,R_1dtrsDnqsg7KcLW,anonymous,MACQ,1,2|1,1,2|1,4,4|1,2,1|2,"English ",3,3|5|2|1,4,2,4,4,5,4,2,5,5,5,2,4,1,1,4,2,2,1,1,2,,,,,0,0,1.009,0,,,,,2.421,883.213,888.343,3,,,,,3,2,1,1,4,1,2,3,1,3,3,1,1,1,3,2,2,1,3,3,7,4,6,19,2,,5|4|1|3|2|6,"South Africa ","Australia ",2,1|2,"Macquarie University ",,Condition5:Bookchapter,Condition5b:TheOldMan,NeuroticismIntro|Ipip19|Ipip16|Ipip8|Ipip9|Ipip3|Ipip20|Ipip10|Ipip11|Ipip6|Ipip7|Ipip12|Ipip13|Ipip4|Ipip18|Ipip14|Ipip1|Ipip2|Ipip5|Ipip17|Ipip15,StressIntro|Stai11|Stai1|Stai20|Stai5|Stai8|Stai19|Stai10|Stai2|Stai12|Stai16|Stai17|Stai18|Stai15|Stai6|Stai3|Stai14|Stai4|Stai7|Stai9|Stai13
2022-04-04 20:47:08,2022-04-04 21:11:41,0,100,1472,1,2022-04-04 21:11:42,R_3nAgujpKT0xyIk8,anonymous,MACQ,1,1|2,1,2|1,4,1|4,2,2|1,English,3,2|3|5|1,2,2,2,2,2,5,4,4,3,4,2,2,1,2,2,2,2,2,4,4,,,,,0,0,1.113,0,,,,,,,,,17.221,911.599,911.639,2,3,4,1,3,3,1,1,2,1,4,3,1,1,1,3,2,1,3,3,2,7,5,8,22,1,,5|1|2|3|6|4,Australia,Australia,2,2|1,Macquarie University,,Condition5:Bookchapter,Condition5c:Smith,NeuroticismIntro|Ipip11|Ipip8|Ipip7|Ipip4|Ipip15|Ipip2|Ipip1|Ipip12|Ipip13|Ipip5|Ipip9|Ipip10|Ipip16|Ipip18|Ipip3|Ipip17|Ipip19|Ipip6|Ipip20|Ipip14,StressIntro|Stai4|Stai18|Stai8|Stai2|Stai10|Stai19|Stai7|Stai3|Stai14|Stai17|Stai1|Stai15|Stai16|Stai12|Stai13|Stai5|Stai6|Stai11|Stai20|Stai9
2022-04-04 20:59:32,2022-04-04 21:15:55,0,100,983,1,2022-04-04 21:15:56,R_3fdfVmyLiNKm4UA,anonymous,MACQ,1,2|1,1,1|2,4,4|1,2,2|1,English,3,1|2|5|3,4,4,2,3,2,3,2,4,2,2,3,2,4,3,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,4,3,1,3,3,3,2,4,1,4,2,2,3,2,4,4,2,2,1,2,6,6,6,18,2,,4|3|1|5|6|2,"australia ","austral ",1,1|2,,hairdresser,BL_cAzC094kCCPCDYO,,NeuroticismIntro|Ipip9|Ipip16|Ipip11|Ipip7|Ipip12|Ipip5|Ipip20|Ipip3|Ipip10|Ipip8|Ipip19|Ipip2|Ipip13|Ipip18|Ipip14|Ipip6|Ipip15|Ipip17|Ipip1|Ipip4,StressIntro|Stai4|Stai6|Stai7|Stai20|Stai13|Stai18|Stai15|Stai8|Stai9|Stai19|Stai3|Stai12|Stai11|Stai2|Stai5|Stai17|Stai14|Stai16|Stai1|Stai10
2022-04-04 21:15:14,2022-04-04 21:16:55,0,100,101,1,2022-04-04 21:16:55,R_BV6wmQ5uJ6OBET7,anonymous,MACQ,1,1|2,1,1|2,1,4|1,2,1|2,English,3,3|5|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 20:58:01,2022-04-04 21:17:14,0,100,1152,1,2022-04-04 21:17:14,R_Y9qIROCiOBXB2ZX,anonymous,MACQ,1,1|2,1,1|2,4,4|1,2,2|1,English,3,2|1|3|5,2,2,2,4,2,3,1,3,3,3,2,4,3,3,3,4,3,4,4,5,9.269,852.036,854.612,19,,,,,,,,,,,,,,,,,3,3,1,1,4,1,1,4,1,3,3,1,1,2,4,3,1,2,3,4,8,4,7,21,2,,6|3|1|5|4|2,Australia,"Australia ",2,1|2,"Macquarie University ",,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip5|Ipip6|Ipip10|Ipip3|Ipip1|Ipip20|Ipip12|Ipip9|Ipip14|Ipip17|Ipip8|Ipip18|Ipip19|Ipip2|Ipip15|Ipip13|Ipip4|Ipip11|Ipip16|Ipip7,StressIntro|Stai5|Stai6|Stai9|Stai17|Stai11|Stai8|Stai19|Stai4|Stai20|Stai10|Stai12|Stai15|Stai7|Stai2|Stai14|Stai13|Stai16|Stai18|Stai1|Stai3
2022-04-04 21:27:25,2022-04-04 21:30:45,0,100,199,1,2022-04-04 21:30:45,R_3PvRl296eU5LY7I,anonymous,IDAH,1,2|1,1,1|2,4,1|4,1,2|1,"English ",3,5|3|2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 21:18:13,2022-04-04 21:37:46,0,100,1173,1,2022-04-04 21:37:46,R_3e03LjLHnIATdZL,anonymous,MACQ,1,2|1,1,1|2,4,1|4,2,2|1,english,3,5|2|3|1,2,4,2,3,5,4,2,5,4,4,3,2,2,2,2,1,3,2,2,3,,,,,,,,,,,,,,,,,,,,,3,3,1,1,4,1,1,4,1,3,2,2,1,1,3,2,2,2,3,4,7,3,5,18,2,,6|5|1|4|3|2,australia,australia,2,2|1,"Macquarie University ",,BL_4HCNS9wf6EYigQe,,NeuroticismIntro|Ipip16|Ipip2|Ipip1|Ipip6|Ipip12|Ipip4|Ipip13|Ipip15|Ipip9|Ipip11|Ipip10|Ipip20|Ipip17|Ipip5|Ipip8|Ipip3|Ipip7|Ipip19|Ipip18|Ipip14,StressIntro|Stai18|Stai16|Stai1|Stai3|Stai17|Stai6|Stai13|Stai10|Stai7|Stai11|Stai15|Stai4|Stai20|Stai12|Stai2|Stai14|Stai9|Stai19|Stai8|Stai5
2022-04-04 21:31:04,2022-04-04 21:52:47,0,100,1302,1,2022-04-04 21:52:48,R_2EasC5Np6fkYHL4,anonymous,IDAH,1,2|1,1,2|1,4,4|1,2,2|1,"English ",3,5|3|1|2,2,3,2,2,2,2,3,4,2,4,4,1,1,4,3,4,2,2,2,5,,,,,,,,,,,,,,,,,,,,,4,3,3,2,4,1,2,2,1,3,2,1,1,3,3,3,1,1,3,2,7,4,6,21,2,,2|5|3|1|6|4,United States,United States,2,1|2,"Idaho State University ",,BL_4HCNS9wf6EYigQe,,NeuroticismIntro|Ipip16|Ipip4|Ipip9|Ipip7|Ipip19|Ipip12|Ipip20|Ipip2|Ipip5|Ipip17|Ipip13|Ipip1|Ipip11|Ipip3|Ipip14|Ipip15|Ipip18|Ipip10|Ipip6|Ipip8,StressIntro|Stai10|Stai2|Stai6|Stai8|Stai11|Stai5|Stai1|Stai14|Stai4|Stai16|Stai18|Stai7|Stai3|Stai12|Stai13|Stai17|Stai15|Stai20|Stai19|Stai9
2022-04-04 21:06:34,2022-04-04 22:00:06,0,100,3212,1,2022-04-04 22:00:07,R_1N2n7oNy4hHdWxF,anonymous,IDAH,1,2|1,1,2|1,4,1|4,2,2|1,english,2,1|2|3|5,1,1,1,4,4,5,4,4,4,5,1,5,2,4,5,4,4,5,5,5,0,0,906.282,0,,,,,,,,,,,,,,,,,4,4,4,4,4,1,3,4,1,4,4,4,1,1,4,4,1,1,4,4,9,1,7,18,2,,6|2|5|4|3|1,United States,Unites States,2,2|1,"Idaho State University ",,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip18|Ipip1|Ipip11|Ipip3|Ipip7|Ipip5|Ipip10|Ipip16|Ipip19|Ipip8|Ipip13|Ipip15|Ipip6|Ipip12|Ipip9|Ipip14|Ipip4|Ipip17|Ipip20|Ipip2,StressIntro|Stai8|Stai7|Stai4|Stai3|Stai2|Stai11|Stai15|Stai10|Stai19|Stai20|Stai12|Stai1|Stai5|Stai9|Stai14|Stai18|Stai17|Stai13|Stai6|Stai16
2022-04-04 21:24:30,2022-04-04 22:02:22,0,100,2271,1,2022-04-04 22:02:22,R_3D0wOqrVrjgZAAN,anonymous,MACQ,1,1|2,1,2|1,4,1|4,2,2|1,English,3,1|5|2|3,2,2,1,3,3,4,4,5,5,5,4,4,4,2,4,4,5,4,2,4,,,,,,,,,,,,,,,,,,,,,4,3,1,1,4,1,2,4,1,4,2,1,1,2,4,4,1,1,3,4,8,3,7,18,2,,3|6|4|1|2|5,Australia,Australia,2,2|1,Macquarie University,,BL_cAzC094kCCPCDYO,,NeuroticismIntro|Ipip2|Ipip6|Ipip18|Ipip10|Ipip17|Ipip13|Ipip3|Ipip11|Ipip16|Ipip9|Ipip5|Ipip19|Ipip20|Ipip7|Ipip8|Ipip12|Ipip4|Ipip1|Ipip15|Ipip14,StressIntro|Stai10|Stai15|Stai12|Stai14|Stai7|Stai9|Stai13|Stai4|Stai16|Stai17|Stai6|Stai19|Stai2|Stai11|Stai3|Stai20|Stai5|Stai1|Stai18|Stai8
2022-04-04 22:02:32,2022-04-04 22:02:47,0,100,14,1,2022-04-04 22:02:47,R_1CDhjR7XNZf7LUA,anonymous,QUEE,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 22:03:32,2022-04-04 22:03:56,8,100,24,1,2022-04-04 22:03:57,R_33vY2iTqG1c36OA,anonymous,AUST,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 22:07:59,2022-04-04 22:08:47,0,100,48,1,2022-04-04 22:08:48,R_31mY6H3Tlz72f2X,anonymous,LIME,1,2|1,2,2|1,4,4|1,1,1|2,English,3,2|5|1|3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 21:32:28,2022-04-04 22:11:25,0,100,2337,1,2022-04-04 22:11:25,R_2aDpAM6y7GJ9n0t,anonymous,QUEE,1,1|2,1,1|2,4,1|4,2,2|1,"English ",3,3|2|5|1,4,2,1,2,2,2,2,4,4,2,4,4,2,5,4,4,2,4,2,2,,,,,0,0,1.011,0,2.218,1039.356,1040.163,14,,,,,,,,,3,1,1,1,3,1,3,3,1,3,3,2,2,4,3,3,1,2,3,3,4,7,7,20,2,,2|4|3|6|1|5,Australia,"Australia ",2,1|2,"University of queensland ",,Condition5:Bookchapter,Condition5a:Silverview,NeuroticismIntro|Ipip19|Ipip5|Ipip16|Ipip11|Ipip20|Ipip2|Ipip14|Ipip17|Ipip1|Ipip10|Ipip18|Ipip8|Ipip12|Ipip13|Ipip15|Ipip3|Ipip4|Ipip9|Ipip7|Ipip6,StressIntro|Stai6|Stai16|Stai13|Stai3|Stai11|Stai2|Stai1|Stai17|Stai8|Stai9|Stai5|Stai7|Stai15|Stai4|Stai14|Stai19|Stai20|Stai18|Stai10|Stai12
2022-04-04 21:50:29,2022-04-04 22:12:07,0,100,1298,1,2022-04-04 22:12:08,R_VJsiZ0DnLfRtmX7,anonymous,IDAH,1,2|1,1,2|1,4,1|4,2,2|1,"English ",3,1|2|3|5,2,4,2,2,2,3,2,2,2,4,3,2,4,2,2,2,2,4,4,4,,,,,,,,,,,,,,,,,,,,,4,4,1,1,4,1,1,4,1,4,3,1,1,2,4,4,1,1,4,4,7,5,7,22,2,,2|1|4|3|5|6,Australia,America,2,1|2,"Idaho State University ",,BL_cAzC094kCCPCDYO,,NeuroticismIntro|Ipip15|Ipip18|Ipip2|Ipip11|Ipip6|Ipip13|Ipip5|Ipip10|Ipip4|Ipip3|Ipip8|Ipip7|Ipip16|Ipip9|Ipip20|Ipip12|Ipip14|Ipip1|Ipip17|Ipip19,StressIntro|Stai15|Stai14|Stai19|Stai8|Stai10|Stai13|Stai12|Stai7|Stai1|Stai17|Stai16|Stai4|Stai3|Stai18|Stai11|Stai9|Stai6|Stai5|Stai2|Stai20
2022-04-04 22:04:10,2022-04-04 22:26:05,0,100,1315,1,2022-04-04 22:26:06,R_3qKI1Osa6syZZxl,anonymous,AUST,1,1|2,1,1|2,4,1|4,2,2|1,English,3,1|2|5|3,1,1,1,2,2,1,2,3,1,4,4,4,2,4,4,4,5,4,4,5,,,,,0,0,1.009,0,,,,,,,,,900.432,900.432,904.318,1,2,3,2,1,2,1,3,2,1,3,3,2,1,1,3,3,1,2,3,3,7,5,6,22,2,,6|1|4|5|3|2,Australia,Australia,2,2|1,Australian National University,,Condition5:Bookchapter,Condition5c:Smith,NeuroticismIntro|Ipip7|Ipip13|Ipip4|Ipip20|Ipip8|Ipip16|Ipip11|Ipip18|Ipip14|Ipip3|Ipip17|Ipip19|Ipip12|Ipip10|Ipip5|Ipip2|Ipip15|Ipip1|Ipip9|Ipip6,StressIntro|Stai20|Stai1|Stai4|Stai7|Stai16|Stai15|Stai10|Stai19|Stai11|Stai6|Stai14|Stai9|Stai18|Stai17|Stai8|Stai5|Stai13|Stai12|Stai2|Stai3
2022-04-04 22:27:24,2022-04-04 22:27:32,8,100,8,1,2022-04-04 22:27:33,R_21pUojgD4ZErbJp,anonymous,AUST,2,2|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-04 22:04:09,2022-04-04 22:30:08,0,100,1559,1,2022-04-04 22:30:09,R_ALkqZvPSGga3TmV,anonymous,QUEE,1,1|2,1,2|1,4,4|1,2,2|1,Cantonese,2,5|3|1|2,2,1,4,5,4,3,1,5,2,4,2,4,5,1,5,4,2,3,2,2,22.418,965.377,967.086,4,,,,,,,,,,,,,,,,,2,1,1,1,3,1,1,2,1,2,3,1,2,1,2,3,2,2,3,2,7,1,7,18,1,,4|3|2|5|1|6,"Hong Kong ","Australia ",2,1|2,"University of Queensland ",,Condition2:Mindfulbreathing,,NeuroticismIntro|Ipip12|Ipip1|Ipip2|Ipip7|Ipip14|Ipip15|Ipip4|Ipip5|Ipip18|Ipip10|Ipip19|Ipip8|Ipip9|Ipip13|Ipip6|Ipip17|Ipip3|Ipip20|Ipip16|Ipip11,StressIntro|Stai19|Stai9|Stai5|Stai12|Stai18|Stai14|Stai17|Stai7|Stai10|Stai4|Stai6|Stai1|Stai8|Stai2|Stai13|Stai3|Stai20|Stai15|Stai11|Stai16
